STATECODE,HUC4CODE,HUC8CODE,HUCNAME,YEAR,LS-WGWFr,LS-WSWFr,LS-WSWSa,LS-WTotl,
04,1506,15060102,White,1990,0.09,14.27,0.00,14.36,
04,1506,15060103,Upper Salt,1990,0.02,4.84,0.00,4.87,
04,1506,15060104,Carrizo,1990,0.00,0.12,0.00,0.12,
04,1506,15060105,Tonto,1990,0.11,2.22,0.00,2.33,
04,1506,15060106,Lower Salt,1990,1.06,0.54,0.00,1.60,
04,1506,15060201,Big Chino-Williamson Valley,1990,0.17,0.11,0.00,0.28,
04,1506,15060202,Upper Verde,1990,0.33,20.59,0.00,20.92,
04,1506,15060203,Lower Verde,1990,0.46,0.76,0.00,1.22,
04,1507,15070101,Lower Gila-Painted Rock Reservoir,1990,0.95,0.58,0.00,1.54,
04,1507,15070102,Agua Fria,1990,1.57,0.30,0.00,1.87,
04,1507,15070103,Hassayampa,1990,0.29,0.31,0.00,0.61,
04,1507,15070104,Centennial Wash,1990,0.00,0.52,0.00,0.52,
04,1507,15070201,Lower Gila,1990,3.68,0.00,0.00,3.68,
04,1507,15070202,Tenmile Wash,1990,0.09,0.00,0.00,0.09,
04,1507,15070203,San Cristobal Wash,1990,0.13,0.00,0.00,0.13,
04,1508,15080101,San Simon Wash,1990,0.10,0.00,0.00,0.10,
04,1508,15080102,Rio Sonoyta,1990,0.00,0.00,0.00,0.00,
04,1508,15080103,Tule Desert,1990,0.00,0.00,0.00,0.00,
04,1508,15080200,Rio De La Concepcion,1990,0.03,0.00,0.00,0.03,
04,1508,15080301,Whitewater Draw,1990,0.41,0.00,0.00,0.41,
04,1508,15080302,San Bernardino Valley,1990,0.00,0.00,0.00,0.00,
35,1508,15080302,San Bernardino Valley,1990,0.08,0.00,0.00,0.08,
35,1508,15080303,Cloverdale,1990,0.01,0.00,0.00,0.01,
08,1401,14010001,Colorado Headwaters,1995,0.15,0.46,0.00,0.61,
08,1401,14010002,Blue,1995,0.01,0.04,0.00,0.06,
08,1401,14010003,Eagle,1995,0.04,0.13,0.00,0.18,
08,1401,14010004,Roaring Fork,1995,0.03,0.10,0.00,0.13,
49,1401,14010005,Colorado Headwaters-Plateau,1995,0.19,0.58,0.00,0.77,
08,1401,14010005,Colorado Headwaters-Plateau,1995,0.00,0.00,0.00,0.00,
08,1401,14010006,Parachute-Roan,1995,0.06,0.09,0.00,0.15,
08,1402,14020001,East-Taylor,1995,0.01,0.10,0.00,0.11,
08,1402,14020002,Upper Gunnison,1995,0.11,1.03,0.00,1.14,
08,1402,14020003,Tomichi,1995,0.04,0.12,0.00,0.17,
08,1402,14020004,North Fork Gunnison,1995,0.16,0.96,0.00,1.12,
08,1402,14020005,Lower Gunnison,1995,0.27,0.53,0.00,0.80,
08,1402,14020006,Uncompahgre,1995,0.09,2.71,0.00,2.80,
49,1403,14030001,Westwater Canyon,1995,0.01,0.06,0.00,0.07,
08,1403,14030001,Westwater Canyon,1995,0.00,0.00,0.00,0.00,
49,1403,14030002,Upper Dolores,1995,0.10,0.25,0.00,0.35,
08,1403,14030002,Upper Dolores,1995,0.00,0.00,0.00,0.00,
08,1403,14030003,San Miguel,1995,0.13,0.31,0.00,0.45,
49,1403,14030004,Lower Dolores,1995,0.03,0.17,0.00,0.20,
08,1403,14030004,Lower Dolores,1995,0.00,0.00,0.00,0.00,
49,1403,14030005,Upper Colorado-Kane Springs,1995,0.00,1.52,0.00,1.52,
08,1403,14030005,Upper Colorado-Kane Springs,1995,0.00,0.00,0.00,0.00,
56,1404,14040101,Upper Green,1995,0.11,0.40,0.00,0.52,
56,1404,14040102,New Fork,1995,0.03,0.17,0.00,0.20,
56,1404,14040103,Upper Green-Slate,1995,0.03,0.08,0.00,0.11,
56,1404,14040104,Big Sandy,1995,0.03,0.11,0.00,0.15,
56,1404,14040105,Bitter,1995,0.03,0.02,0.00,0.06,
49,1404,14040106,Upper Green-Flaming Gorge Reservoir,1995,0.00,0.06,0.00,0.06,
56,1404,14040106,Upper Green-Flaming Gorge Reservoir,1995,0.01,0.03,0.00,0.04,
08,1404,14040106,Upper Green-Flaming Gorge Reservoir,1995,0.02,0.02,0.00,0.04,
56,1404,14040107,Blacks Fork,1995,0.09,0.33,0.00,0.41,
49,1404,14040107,Blacks Fork,1995,0.00,0.00,0.00,0.00,
56,1404,14040108,Muddy,1995,0.04,0.19,0.00,0.24,
49,1404,14040108,Muddy,1995,0.00,0.00,0.00,0.00,
56,1404,14040109,Vermilion,1995,0.03,0.03,0.00,0.07,
08,1404,14040109,Vermilion,1995,0.01,0.01,0.00,0.02,
56,1404,14040200,Great Divide Closed Basin,1995,0.09,0.15,0.00,0.24,
08,1405,14050001,Upper Yampa,1995,0.13,0.47,0.00,0.61,
08,1405,14050002,Lower Yampa,1995,0.09,0.15,0.00,0.24,
56,1405,14050003,Little Snake,1995,0.11,0.18,0.00,0.29,
08,1405,14050003,Little Snake,1995,0.04,0.10,0.00,0.15,
56,1405,14050004,Muddy,1995,0.03,0.11,0.00,0.15,
08,1405,14050005,Upper White,1995,0.08,0.19,0.00,0.27,
08,1405,14050006,Piceance-Yellow,1995,0.04,0.13,0.00,0.18,
49,1405,14050007,Lower White,1995,0.08,0.19,0.00,0.27,
08,1405,14050007,Lower White,1995,0.00,0.06,0.00,0.06,
49,1406,14060001,Lower Green-Diamond,1995,0.00,0.04,0.00,0.04,
08,1406,14060001,Lower Green-Diamond,1995,0.00,0.01,0.00,0.01,
49,1406,14060002,Ashley-Brush,1995,0.00,0.54,0.00,0.54,
49,1406,14060003,Duchesne,1995,0.77,0.92,0.00,1.69,
49,1406,14060004,Strawberry,1995,0.00,0.08,0.00,0.08,
49,1406,14060005,Lower Green-Desolation Canyon,1995,0.00,0.03,0.00,0.03,
49,1406,14060006,Willow,1995,0.00,0.01,0.00,0.01,
49,1406,14060007,Price,1995,0.03,0.16,0.00,0.19,
49,1406,14060008,Lower Green,1995,0.00,0.03,0.00,0.03,
49,1406,14060009,San Rafael,1995,0.01,0.40,0.00,0.41,
49,1407,14070001,Upper Lake Powell,1995,0.00,0.06,0.00,0.06,
49,1407,14070002,Muddy,1995,0.00,0.02,0.00,0.02,
49,1407,14070003,Fremont,1995,0.07,35.83,0.00,35.89,
49,1407,14070004,Dirty Devil,1995,0.01,0.04,0.00,0.06,
49,1407,14070005,Escalante,1995,0.00,0.19,0.00,0.19,
49,1407,14070006,Lower Lake Powell,1995,0.08,0.00,0.00,0.08,
04,1407,14070006,Lower Lake Powell,1995,0.07,0.00,0.07,0.09,
49,1407,14070007,Paria,1995,0.00,0.03,0.00,0.03,
04,1407,14070007,Paria,1995,0.02,0.00,0.02,0.04,
35,1408,14080101,Upper San Juan,1995,0.06,0.19,0.00,0.25,
08,1408,14080101,Upper San Juan,1995,0.10,0.03,0.00,0.13,
08,1408,14080102,Piedra,1995,0.01,0.03,0.00,0.04,
35,1408,14080103,Blanco Canyon,1995,0.06,0.03,0.00,0.09,
35,1408,14080104,Animas,1995,0.06,3.81,0.00,3.87,
08,1408,14080104,Animas,1995,0.01,0.00,0.00,0.01,
35,1408,14080105,Middle San Juan,1995,0.03,0.81,0.00,0.84,
08,1408,14080105,Middle San Juan,1995,0.08,0.02,0.00,0.10,
04,1408,14080105,Middle San Juan,1995,0.01,0.00,0.03,0.07,
35,1408,14080106,Chaco,1995,0.30,0.07,0.00,0.37,
04,1408,14080106,Chaco,1995,0.00,0.00,0.00,0.00,
08,1408,14080107,Mancos,1995,0.00,0.00,0.00,0.00,
35,1408,14080107,Mancos,1995,0.00,0.00,0.00,0.00,
49,1408,14080201,Lower San Juan-Four Corners,1995,0.02,0.12,0.00,0.15,
08,1408,14080201,Lower San Juan-Four Corners,1995,0.01,0.01,0.00,0.02,
35,1408,14080201,Lower San Juan-Four Corners,1995,0.00,0.00,0.00,0.00,
04,1408,14080201,Lower San Juan-Four Corners,1995,0.01,0.00,0.02,0.02,
08,1408,14080202,Mcelmo,1995,0.00,0.00,0.00,0.00,
49,1408,14080202,Mcelmo,1995,0.00,0.00,0.00,0.00,
49,1408,14080203,Montezuma,1995,0.01,0.03,0.00,0.04,
08,1408,14080203,Montezuma,1995,0.01,0.01,0.00,0.02,
49,1408,14080204,Chinle,1995,0.21,0.17,0.00,0.38,
35,1408,14080204,Chinle,1995,0.01,0.00,0.00,0.01,
04,1408,14080204,Chinle,1995,0.19,0.00,0.34,0.34,
49,1408,14080205,Lower San Juan,1995,0.00,0.08,0.00,0.08,
04,1408,14080205,Lower San Juan,1995,0.04,0.00,0.04,0.09,
04,1501,15010001,Lower Colorado-Marble Canyon,1995,0.08,0.00,0.08,0.17,
04,1501,15010002,Grand Canyon,1995,0.09,0.00,0.09,0.18,
49,1501,15010003,Kanab,1995,0.02,0.07,0.00,0.09,
04,1501,15010003,Kanab,1995,0.04,0.00,0.06,0.11,
04,1501,15010004,Havasu Canyon,1995,0.15,0.00,0.15,0.30,
32,1501,15010005,Lake Mead,1995,0.02,0.01,0.00,0.03,
04,1501,15010005,Lake Mead,1995,0.02,0.00,0.03,0.03,
32,1501,15010006,Grand Wash,1995,0.01,0.00,0.00,0.01,
04,1501,15010006,Grand Wash,1995,0.01,0.00,0.01,0.01,
04,1501,15010007,Hualapai Wash,1995,0.02,0.00,0.03,0.07,
49,1501,15010008,Upper Virgin,1995,0.01,0.26,0.00,0.27,
49,1501,15010009,Fort Pearce Wash,1995,0.03,0.00,0.00,0.03,
04,1501,15010009,Fort Pearce Wash,1995,0.03,0.00,0.03,0.03,
32,1501,15010010,Lower Virgin,1995,0.01,0.00,0.00,0.01,
49,1501,15010010,Lower Virgin,1995,0.00,0.00,0.00,0.00,
04,1501,15010010,Lower Virgin,1995,0.01,0.00,0.01,0.01,
32,1501,15010011,White,1995,0.02,0.02,0.00,0.04,
32,1501,15010012,Muddy,1995,0.01,0.00,0.00,0.01,
32,1501,15010013,Meadow Valley Wash,1995,0.00,0.00,0.00,0.00,
49,1501,15010013,Meadow Valley Wash,1995,0.02,0.00,0.00,0.02,
04,1501,15010014,Detrital Wash,1995,0.01,0.00,0.01,0.02,
32,1501,15010015,Las Vegas Wash,1995,0.06,0.16,0.00,0.21,
35,1502,15020001,Little Colorado Headwaters,1995,0.01,0.01,0.00,0.02,
04,1502,15020001,Little Colorado Headwaters,1995,0.01,0.00,0.01,0.01,
35,1502,15020002,Upper Little Colorado,1995,0.08,0.11,0.00,0.19,
04,1502,15020002,Upper Little Colorado,1995,0.07,0.00,0.17,0.17,
35,1502,15020003,Carrizo Wash,1995,0.03,0.03,0.00,0.07,
04,1502,15020003,Carrizo Wash,1995,0.03,0.00,0.03,0.07,
35,1502,15020004,Zuni,1995,0.19,0.04,0.00,0.24,
04,1502,15020004,Zuni,1995,0.01,0.00,0.02,0.07,
04,1502,15020005,Silver,1995,0.03,0.00,0.08,0.16,
35,1502,15020006,Upper Puerco,1995,0.12,0.03,0.00,0.16,
04,1502,15020006,Upper Puerco,1995,0.02,0.00,0.08,0.18,
04,1502,15020007,Lower Puerco,1995,0.09,0.00,0.13,0.28,
04,1502,15020008,Middle Little Colorado,1995,0.07,0.00,0.09,0.18,
04,1502,15020009,Leroux Wash,1995,0.12,0.00,0.15,0.30,
04,1502,15020010,Chevelon Canyon,1995,0.04,0.00,0.04,0.09,
04,1502,15020011,Cottonwood Wash,1995,0.11,0.00,0.12,0.27,
04,1502,15020012,Corn-Oraibi,1995,0.08,0.00,0.08,0.16,
04,1502,15020013,Polacca Wash,1995,0.06,0.00,0.06,0.12,
04,1502,15020014,Jadito Wash,1995,0.08,0.00,0.08,0.17,
04,1502,15020015,Canyon Diablo,1995,0.09,0.00,0.09,0.18,
04,1502,15020016,Lower Little Colorado,1995,0.03,0.00,0.07,0.15,
04,1502,15020017,Dinnebito Wash,1995,0.11,0.00,0.15,0.29,
04,1502,15020018,Moenkopi Wash,1995,0.12,0.00,0.12,0.27,
06,1503,15030101,Havasu-Mohave Lake,1995,0.00,0.00,0.00,0.00,
32,1503,15030101,Havasu-Mohave Lake,1995,0.07,0.00,0.00,0.07,
04,1503,15030101,Havasu-Mohave Lake,1995,0.07,0.00,0.07,1.85,
32,1503,15030102,Piute Wash,1995,0.56,0.72,0.00,1.28,
06,1503,15030102,Piute Wash,1995,0.00,0.00,0.00,0.00,
04,1503,15030103,Sacramento Wash,1995,0.00,0.00,0.00,0.00,
06,1503,15030104,Imperial Reservoir,1995,1.82,2.32,0.00,4.14,
04,1503,15030104,Imperial Reservoir,1995,0.04,0.00,0.04,0.09,
04,1503,15030105,Bouse Wash,1995,0.37,0.00,0.38,0.76,
