STATECODE,HUC4CODE,HUC8CODE,HUCNAME,YEAR,DO-SSPop,DO-WGWTo,DO-WSWTo,DO-WTotl,DO-SSPCp,DO-PSDel,DO-WDelv,DO-ToPCp,,,,,,,,,,,,
08,1403,14030003,San Miguel,1995,0.610,0.04,0.00,0.04,66.00,0.87,0.92,113.26,,,,,,,,,,,,
49,1403,14030004,Lower Dolores,1995,0.100,0.01,0.00,0.01,100.00,0.00,0.01,100.00,,,,,,,,,,,,
08,1403,14030004,Lower Dolores,1995,0.280,0.02,0.00,0.02,71.00,0.00,0.02,71.43,,,,,,,,,,,,
49,1403,14030005,Upper Colorado-Kane Springs,1995,0.890,0.04,0.00,0.04,45.00,1.52,1.57,176.10,,,,,,,,,,,,
08,1403,14030005,Upper Colorado-Kane Springs,1995,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
56,1404,14040101,Upper Green,1995,1.980,0.17,0.00,0.17,76.00,0.54,0.71,178.47,,,,,,,,,,,,
56,1404,14040102,New Fork,1995,1.710,0.13,0.01,0.15,76.00,0.40,0.55,174.38,,,,,,,,,,,,
56,1404,14040103,Upper Green-Slate,1995,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
56,1404,14040104,Big Sandy,1995,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
56,1404,14040105,Bitter,1995,4.890,0.38,0.02,0.40,74.00,4.67,5.08,112.80,,,,,,,,,,,,
49,1404,14040106,Upper Green-Flaming Gorge Reservoir,1995,0.090,0.01,0.00,0.01,111.00,0.43,0.44,506.49,,,,,,,,,,,,
08,1404,14040106,Upper Green-Flaming Gorge Reservoir,1995,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
56,1404,14040106,Upper Green-Flaming Gorge Reservoir,1995,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
49,1404,14040107,Blacks Fork,1995,0.050,0.01,0.00,0.01,200.00,0.00,0.01,200.00,,,,,,,,,,,,
56,1404,14040107,Blacks Fork,1995,3.930,0.31,0.01,0.33,74.00,1.43,1.76,141.44,,,,,,,,,,,,
49,1404,14040108,Muddy,1995,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
56,1404,14040108,Muddy,1995,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
08,1404,14040109,Vermilion,1995,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
56,1404,14040109,Vermilion,1995,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
56,1404,14040200,Great Divide Closed Basin,1995,0.310,0.02,0.00,0.02,65.00,0.09,0.11,121.95,,,,,,,,,,,,
08,1405,14050001,Upper Yampa,1995,5.400,0.46,0.00,0.46,76.00,4.36,4.82,160.09,,,,,,,,,,,,
08,1405,14050002,Lower Yampa,1995,0.690,0.06,0.00,0.06,72.00,0.00,0.06,72.46,,,,,,,,,,,,
08,1405,14050003,Little Snake,1995,0.220,0.02,0.00,0.02,91.00,0.01,0.03,100.00,,,,,,,,,,,,
56,1405,14050003,Little Snake,1995,0.160,0.01,0.00,0.01,63.00,0.07,0.08,145.83,,,,,,,,,,,,
56,1405,14050004,Muddy,1995,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
08,1405,14050005,Upper White,1995,1.430,0.12,0.00,0.12,77.00,0.72,0.84,221.89,,,,,,,,,,,,
08,1405,14050006,Piceance-Yellow,1995,0.150,0.01,0.00,0.01,67.00,0.00,0.01,66.67,,,,,,,,,,,,
49,1405,14050007,Lower White,1995,0.010,0.01,0.00,0.01,1000.00,0.00,0.01,1000.00,,,,,,,,,,,,
08,1405,14050007,Lower White,1995,0.020,0.01,0.00,0.01,500.00,0.50,0.52,131.81,,,,,,,,,,,,
49,1406,14060001,Lower Green-Diamond,1995,0.560,0.03,0.02,0.06,89.00,0.07,0.12,93.22,,,,,,,,,,,,
08,1406,14060001,Lower Green-Diamond,1995,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
49,1406,14060002,Ashley-Brush,1995,0.460,0.03,0.00,0.03,65.00,3.73,3.77,181.43,,,,,,,,,,,,
49,1406,14060003,Duchesne,1995,8.400,0.37,0.09,0.46,49.00,0.62,1.08,55.88,,,,,,,,,,,,
49,1406,14060004,Strawberry,1995,1.310,0.15,0.04,0.19,130.00,0.31,0.50,316.90,,,,,,,,,,,,
49,1406,14060005,Lower Green-Desolation Canyon,1995,0.470,0.06,0.00,0.06,106.00,0.00,0.06,106.38,,,,,,,,,,,,
49,1406,14060006,Willow,1995,0.050,0.01,0.00,0.01,200.00,0.00,0.01,200.00,,,,,,,,,,,,
49,1406,14060007,Price,1995,5.000,0.31,0.11,0.43,76.00,4.24,4.66,187.73,,,,,,,,,,,,
49,1406,14060008,Lower Green,1995,0.000,0.00,0.00,0.00,0.00,0.10,0.10,80.36,,,,,,,,,,,,
49,1406,14060009,San Rafael,1995,0.000,0.00,0.00,0.00,0.00,1.61,1.61,182.51,,,,,,,,,,,,
49,1407,14070001,Upper Lake Powell,1995,0.060,0.01,0.00,0.01,167.00,0.20,0.21,413.04,,,,,,,,,,,,
49,1407,14070002,Muddy,1995,0.020,0.00,0.03,0.03,1500.00,0.03,0.07,166.67,,,,,,,,,,,,
49,1407,14070003,Fremont,1995,0.270,0.11,0.01,0.12,407.00,0.80,0.92,398.06,,,,,,,,,,,,
49,1407,14070004,Dirty Devil,1995,0.300,0.03,0.00,0.03,100.00,0.00,0.03,100.00,,,,,,,,,,,,
49,1407,14070005,Escalante,1995,0.050,0.01,0.00,0.01,200.00,0.44,0.45,360.36,,,,,,,,,,,,
04,1407,14070006,Lower Lake Powell,1995,0.730,0.13,0.00,0.13,164.00,2.14,2.28,144.07,,,,,,,,,,,,
49,1407,14070006,Lower Lake Powell,1995,0.390,0.04,0.00,0.04,103.00,0.02,0.07,117.65,,,,,,,,,,,,
49,1407,14070007,Paria,1995,0.060,0.01,0.00,0.01,167.00,0.20,0.21,250.00,,,,,,,,,,,,
04,1407,14070007,Paria,1995,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
08,1408,14080101,Upper San Juan,1995,6.450,0.54,0.00,0.54,74.00,0.84,1.38,108.18,,,,,,,,,,,,
35,1408,14080101,Upper San Juan,1995,3.990,0.33,0.00,0.33,73.00,1.33,1.66,67.89,,,,,,,,,,,,
08,1408,14080102,Piedra,1995,0.300,0.02,0.00,0.02,67.00,0.70,0.72,164.95,,,,,,,,,,,,
35,1408,14080103,Blanco Canyon,1995,0.310,0.03,0.00,0.03,97.00,0.01,0.04,100.00,,,,,,,,,,,,
08,1408,14080104,Animas,1995,2.340,0.20,0.00,0.20,77.00,4.35,4.55,148.18,,,,,,,,,,,,
35,1408,14080104,Animas,1995,6.740,0.53,0.00,0.53,70.00,8.47,9.00,140.29,,,,,,,,,,,,
04,1408,14080105,Middle San Juan,1995,0.760,0.08,0.00,0.08,92.00,0.03,0.11,91.74,,,,,,,,,,,,
08,1408,14080105,Middle San Juan,1995,3.310,0.28,0.00,0.28,76.00,0.01,0.29,77.61,,,,,,,,,,,,
35,1408,14080105,Middle San Juan,1995,6.330,0.49,0.00,0.49,70.00,1.79,2.29,91.69,,,,,,,,,,,,
35,1408,14080106,Chaco,1995,16.120,1.28,0.00,1.28,71.00,0.00,1.28,70.72,,,,,,,,,,,,
04,1408,14080106,Chaco,1995,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
08,1408,14080107,Mancos,1995,0.580,0.04,0.00,0.04,69.00,0.67,0.72,168.87,,,,,,,,,,,,
35,1408,14080107,Mancos,1995,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
04,1408,14080201,Lower San Juan-Four Corners,1995,1.290,0.15,0.00,0.15,101.00,0.02,0.17,100.00,,,,,,,,,,,,
08,1408,14080201,Lower San Juan-Four Corners,1995,0.210,0.02,0.00,0.02,95.00,0.00,0.02,95.24,,,,,,,,,,,,
49,1408,14080201,Lower San Juan-Four Corners,1995,2.740,0.13,0.04,0.18,58.00,0.96,1.14,153.85,,,,,,,,,,,,
35,1408,14080201,Lower San Juan-Four Corners,1995,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
08,1408,14080202,Mcelmo,1995,0.590,0.04,0.00,0.04,68.00,2.91,2.96,167.62,,,,,,,,,,,,
49,1408,14080202,Mcelmo,1995,1.160,0.03,0.00,0.03,26.00,0.00,0.03,25.86,,,,,,,,,,,,
49,1408,14080203,Montezuma,1995,0.690,0.18,0.00,0.18,232.00,0.67,0.85,254.18,,,,,,,,,,,,
08,1408,14080203,Montezuma,1995,0.710,0.06,0.00,0.06,70.00,0.16,0.21,131.03,,,,,,,,,,,,
35,1408,14080204,Chinle,1995,0.100,0.01,0.00,0.01,100.00,0.00,0.01,100.00,,,,,,,,,,,,
04,1408,14080204,Chinle,1995,15.170,1.57,0.00,1.57,92.00,1.28,2.85,80.92,,,,,,,,,,,,
49,1408,14080204,Chinle,1995,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
04,1408,14080205,Lower San Juan,1995,0.790,0.07,0.00,0.07,76.00,0.06,0.12,73.83,,,,,,,,,,,,
49,1408,14080205,Lower San Juan,1995,2.000,0.00,0.03,0.03,15.00,0.13,0.17,60.98,,,,,,,,,,,,
04,1501,15010001,Lower Colorado-Marble Canyon,1995,0.710,0.12,0.00,0.12,155.00,0.06,0.18,87.43,,,,,,,,,,,,
04,1501,15010002,Grand Canyon,1995,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
04,1501,15010003,Kanab,1995,0.280,0.04,0.00,0.04,143.00,0.15,0.19,75.89,,,,,,,,,,,,
49,1501,15010003,Kanab,1995,0.420,0.01,0.00,0.01,24.00,0.53,0.54,117.94,,,,,,,,,,,,
04,1501,15010004,Havasu Canyon,1995,0.310,0.06,0.00,0.06,161.00,1.05,1.11,124.84,,,,,,,,,,,,
04,1501,15010005,Lake Mead,1995,0.110,0.01,0.00,0.01,91.00,0.04,0.06,98.04,,,,,,,,,,,,
32,1501,15010005,Lake Mead,1995,0.000,0.00,0.00,0.00,0.00,0.56,0.56,2500.00,,,,,,,,,,,,
04,1501,15010006,Grand Wash,1995,0.000,0.00,0.00,0.00,0.00,0.01,0.01,83.33,,,,,,,,,,,,
32,1501,15010006,Grand Wash,1995,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
04,1501,15010007,Hualapai Wash,1995,3.710,0.41,0.00,0.41,100.00,0.41,0.83,23.75,,,,,,,,,,,,
49,1501,15010008,Upper Virgin,1995,8.060,0.16,0.00,0.16,17.00,14.43,14.58,213.49,,,,,,,,,,,,
49,1501,15010009,Fort Pearce Wash,1995,4.600,0.57,0.00,0.57,111.00,0.00,0.57,110.87,,,,,,,,,,,,
04,1501,15010009,Fort Pearce Wash,1995,0.290,0.03,0.00,0.03,103.00,0.01,0.04,11.05,,,,,,,,,,,,
49,1501,15010010,Lower Virgin,1995,4.810,0.59,0.00,0.59,110.00,0.00,0.59,110.19,,,,,,,,,,,,
32,1501,15010010,Lower Virgin,1995,0.100,0.01,0.00,0.01,100.00,2.05,2.06,512.53,,,,,,,,,,,,
04,1501,15010010,Lower Virgin,1995,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
32,1501,15010011,White,1995,0.710,0.09,0.00,0.09,113.00,0.29,0.38,211.18,,,,,,,,,,,,
32,1501,15010012,Muddy,1995,0.250,0.03,0.00,0.03,120.00,0.90,0.93,152.01,,,,,,,,,,,,
32,1501,15010013,Meadow Valley Wash,1995,0.060,0.01,0.00,0.01,167.00,1.10,1.11,532.26,,,,,,,,,,,,
49,1501,15010013,Meadow Valley Wash,1995,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
04,1501,15010014,Detrital Wash,1995,0.110,0.01,0.00,0.01,91.00,0.15,0.16,94.59,,,,,,,,,,,,
32,1501,15010015,Las Vegas Wash,1995,18.930,2.54,0.00,2.54,120.00,231.43,233.98,218.34,,,,,,,,,,,,
04,1502,15020001,Little Colorado Headwaters,1995,0.130,0.01,0.00,0.01,77.00,0.58,0.59,71.62,,,,,,,,,,,,
35,1502,15020001,Little Colorado Headwaters,1995,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
04,1502,15020002,Upper Little Colorado,1995,0.260,0.03,0.00,0.03,115.00,0.55,0.58,88.14,,,,,,,,,,,,
35,1502,15020002,Upper Little Colorado,1995,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
04,1502,15020003,Carrizo Wash,1995,0.240,0.02,0.00,0.02,83.00,0.00,0.02,83.33,,,,,,,,,,,,
35,1502,15020003,Carrizo Wash,1995,0.360,0.03,0.00,0.03,83.00,0.01,0.04,78.43,,,,,,,,,,,,
04,1502,15020004,Zuni,1995,0.040,0.01,0.00,0.01,250.00,0.00,0.01,250.00,,,,,,,,,,,,
35,1502,15020004,Zuni,1995,7.050,0.55,0.00,0.55,70.00,0.89,1.43,81.53,,,,,,,,,,,,
04,1502,15020005,Silver,1995,3.560,0.30,0.00,0.30,76.00,0.85,1.15,32.56,,,,,,,,,,,,
04,1502,15020006,Upper Puerco,1995,1.390,0.15,0.00,0.15,94.00,1.17,1.31,81.25,,,,,,,,,,,,
35,1502,15020006,Upper Puerco,1995,16.190,1.27,0.00,1.27,70.00,1.29,2.56,60.16,,,,,,,,,,,,
04,1502,15020007,Lower Puerco,1995,2.780,0.27,0.00,0.27,86.00,0.07,0.34,59.52,,,,,,,,,,,,
04,1502,15020008,Middle Little Colorado,1995,3.040,0.37,0.00,0.37,109.00,1.28,1.65,97.16,,,,,,,,,,,,
04,1502,15020009,Leroux Wash,1995,2.490,0.26,0.00,0.26,92.00,0.03,0.29,89.04,,,,,,,,,,,,
04,1502,15020010,Chevelon Canyon,1995,0.910,0.10,0.00,0.10,99.00,0.01,0.11,39.84,,,,,,,,,,,,
04,1502,15020011,Cottonwood Wash,1995,5.550,0.56,0.00,0.56,90.00,0.43,0.99,86.36,,,,,,,,,,,,
04,1502,15020012,Corn-Oraibi,1995,0.750,0.07,0.00,0.07,80.00,0.22,0.29,88.44,,,,,,,,,,,,
04,1502,15020013,Polacca Wash,1995,5.670,0.50,0.00,0.50,79.00,0.33,0.83,74.22,,,,,,,,,,,,
04,1502,15020014,Jadito Wash,1995,3.370,0.29,0.00,0.29,77.00,0.16,0.45,75.05,,,,,,,,,,,,
04,1502,15020015,Canyon Diablo,1995,4.730,0.84,0.00,0.84,159.00,7.00,7.84,125.29,,,,,,,,,,,,
04,1502,15020016,Lower Little Colorado,1995,0.130,0.02,0.00,0.02,154.00,0.28,0.30,98.90,,,,,,,,,,,,
04,1502,15020017,Dinnebito Wash,1995,1.740,0.16,0.00,0.16,80.00,0.06,0.21,65.07,,,,,,,,,,,,
04,1502,15020018,Moenkopi Wash,1995,2.050,0.20,0.00,0.20,88.00,0.91,1.11,84.98,,,,,,,,,,,,
32,1503,15030101,Havasu-Mohave Lake,1995,0.280,0.02,0.01,0.03,107.00,1.98,2.02,279.07,,,,,,,,,,,,
04,1503,15030101,Havasu-Mohave Lake,1995,2.320,0.26,0.00,0.26,99.00,0.63,0.89,10.61,,,,,,,,,,,,
06,1503,15030101,Havasu-Mohave Lake,1995,3.060,0.24,0.02,0.26,75.00,3.04,3.30,319.57,,,,,,,,,,,,
32,1503,15030102,Piute Wash,1995,0.090,0.01,0.00,0.01,111.00,0.28,0.29,218.49,,,,,,,,,,,,
06,1503,15030102,Piute Wash,1995,6.520,0.49,0.06,0.55,75.00,0.00,0.55,75.15,,,,,,,,,,,,
04,1503,15030103,Sacramento Wash,1995,5.190,0.58,0.00,0.58,100.00,0.43,1.01,95.24,,,,,,,,,,,,
04,1503,15030104,Imperial Reservoir,1995,4.070,0.55,0.00,0.55,120.00,0.61,1.15,106.74,,,,,,,,,,,,
06,1503,15030104,Imperial Reservoir,1995,7.350,0.56,0.07,0.63,76.00,2.68,3.31,177.28,,,,,,,,,,,,
04,1503,15030105,Bouse Wash,1995,2.000,0.27,0.00,0.27,120.00,0.00,0.27,120.00,,,,,,,,,,,,
04,1503,15030106,Tyson Wash,1995,0.330,0.04,0.00,0.04,121.00,0.24,0.28,109.65,,,,,,,,,,,,
04,1503,15030107,Lower Colorado,1995,6.380,1.23,0.02,1.26,176.00,0.27,1.52,95.51,,,,,,,,,,,,
06,1503,15030107,Lower Colorado,1995,0.490,0.03,0.00,0.03,61.00,0.10,0.13,62.83,,,,,,,,,,,,
04,1503,15030108,Yuma Desert,1995,11.310,2.24,0.00,2.24,177.00,9.36,11.60,102.88,,,,,,,,,,,,
04,1503,15030201,Big Sandy,1995,0.680,0.09,0.00,0.09,118.00,0.08,0.17,114.50,,,,,,,,,,,,
04,1503,15030202,Burro,1995,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
04,1503,15030203,Santa Maria,1995,5.150,0.72,0.00,0.72,124.00,0.70,1.41,110.24,,,,,,,,,,,,
04,1503,15030204,Bill Williams,1995,0.250,0.03,0.00,0.03,120.00,0.02,0.06,119.05,,,,,,,,,,,,
35,1504,15040001,Upper Gila,1995,0.120,0.01,0.00,0.01,83.00,0.00,0.01,83.33,,,,,,,,,,,,
04,1504,15040002,Upper Gila-Mangas,1995,1.630,0.19,0.00,0.19,104.00,0.10,0.29,93.53,,,,,,,,,,,,
35,1504,15040002,Upper Gila-Mangas,1995,2.500,0.22,0.00,0.22,80.00,0.19,0.41,123.33,,,,,,,,,,,,
35,1504,15040003,Animas Valley,1995,1.810,0.16,0.00,0.16,77.00,0.76,0.92,163.02,,,,,,,,,,,,
04,1504,15040003,Animas Valley,1995,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
04,1504,15040004,San Francisco,1995,1.150,0.12,0.00,0.12,96.00,0.58,0.71,93.33,,,,,,,,,,,,
35,1504,15040004,San Francisco,1995,1.240,0.10,0.00,0.10,73.00,0.12,0.22,114.94,,,,,,,,,,,,
04,1504,15040005,Upper Gila-San Carlos Reservoir,1995,1.290,0.17,0.00,0.17,116.00,2.04,2.21,99.09,,,,,,,,,,,,
04,1504,15040006,San Simon,1995,0.880,0.11,0.00,0.11,114.00,0.12,0.24,112.30,,,,,,,,,,,,
35,1504,15040006,San Simon,1995,0.010,0.00,0.00,0.00,0.00,0.02,0.02,153.85,,,,,,,,,,,,
04,1504,15040007,San Carlos,1995,3.220,0.43,0.00,0.43,118.00,0.66,1.09,111.24,,,,,,,,,,,,
04,1505,15050100,Middle Gila,1995,30.250,5.10,0.00,5.10,150.00,62.41,67.51,133.03,,,,,,,,,,,,
04,1505,15050201,Willcox Playa,1995,0.000,0.00,0.00,0.00,0.00,0.07,0.07,9.32,,,,,,,,,,,,
04,1505,15050202,Upper San Pedro,1995,9.610,1.36,0.00,1.36,126.00,4.34,5.69,67.20,,,,,,,,,,,,
04,1505,15050203,Lower San Pedro,1995,2.600,0.39,0.00,0.39,135.00,1.39,1.78,116.06,,,,,,,,,,,,
04,1505,15050301,Upper Santa Cruz,1995,6.080,0.76,0.00,0.76,112.00,41.49,42.25,97.08,,,,,,,,,,,,
04,1505,15050302,Rillito,1995,11.450,1.41,0.00,1.41,110.00,25.45,26.86,67.66,,,,,,,,,,,,
04,1505,15050303,Lower Santa Cruz,1995,6.590,1.03,0.00,1.03,140.00,3.30,4.33,75.10,,,,,,,,,,,,
04,1505,15050304,Brawley Wash,1995,10.340,1.28,0.00,1.28,110.00,1.51,2.79,83.14,,,,,,,,,,,,
04,1505,15050305,Aguirre Valley,1995,0.980,0.12,0.00,0.12,112.00,0.00,0.12,112.24,,,,,,,,,,,,
04,1505,15050306,Santa Rosa Wash,1995,1.330,0.20,0.00,0.20,135.00,0.30,0.50,120.00,,,,,,,,,,,,
04,1506,15060101,Black,1995,0.700,0.07,0.00,0.07,86.00,0.01,0.08,92.11,,,,,,,,,,,,
04,1506,15060102,White,1995,3.860,0.34,0.00,0.34,78.00,0.36,0.70,59.50,,,,,,,,,,,,
04,1506,15060103,Upper Salt,1995,2.260,0.25,0.00,0.25,97.00,2.11,2.35,99.86,,,,,,,,,,,,
04,1506,15060104,Carrizo,1995,0.620,0.08,0.00,0.08,113.00,0.00,0.08,112.90,,,,,,,,,,,,
04,1506,15060105,Tonto,1995,0.540,0.08,0.00,0.08,130.00,1.37,1.45,108.22,,,,,,,,,,,,
04,1506,15060106,Lower Salt,1995,37.960,7.10,0.00,7.10,167.00,325.09,332.19,178.24,,,,,,,,,,,,
04,1506,15060201,Big Chino-Williamson Valley,1995,3.090,0.45,0.00,0.45,129.00,0.29,0.74,94.83,,,,,,,,,,,,
04,1506,15060202,Upper Verde,1995,18.300,2.59,0.00,2.59,126.00,8.45,11.04,90.77,,,,,,,,,,,,
04,1506,15060203,Lower Verde,1995,5.690,0.80,0.00,0.80,125.00,2.17,2.97,111.02,,,,,,,,,,,,
04,1507,15070101,Lower Gila-Painted Rock Reservoir,1995,14.940,2.79,0.00,2.79,167.00,1.50,4.29,145.79,,,,,,,,,,,,
04,1507,15070102,Agua Fria,1995,7.490,1.36,0.00,1.36,162.00,64.51,65.87,172.25,,,,,,,,,,,,
04,1507,15070103,Hassayampa,1995,4.350,0.75,0.00,0.75,154.00,1.19,1.94,149.27,,,,,,,,,,,,
04,1507,15070104,Centennial Wash,1995,0.320,0.06,0.00,0.06,156.00,0.22,0.28,144.51,,,,,,,,,,,,
04,1507,15070201,Lower Gila,1995,0.910,0.18,0.00,0.18,176.00,3.04,3.22,159.71,,,,,,,,,,,,
04,1507,15070202,Tenmile Wash,1995,1.000,0.15,0.00,0.15,130.00,0.41,0.56,110.38,,,,,,,,,,,,
04,1507,15070203,San Cristobal Wash,1995,0.600,0.08,0.00,0.08,117.00,0.00,0.08,116.67,,,,,,,,,,,,
04,1508,15080101,San Simon Wash,1995,0.270,0.03,0.00,0.03,111.00,0.63,0.66,99.33,,,,,,,,,,,,
04,1508,15080102,Rio Sonoyta,1995,0.000,0.00,0.00,0.00,0.00,0.07,0.07,88.24,,,,,,,,,,,,
04,1508,15080103,Tule Desert,1995,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
04,1508,15080200,Rio De La Concepcion,1995,0.000,0.00,0.00,0.00,0.00,0.01,0.01,100.00,,,,,,,,,,,,
04,1508,15080301,Whitewater Draw,1995,9.550,1.35,0.00,1.35,126.00,2.63,3.98,109.03,,,,,,,,,,,,
04,1508,15080302,San Bernardino Valley,1995,0.290,0.04,0.00,0.04,138.00,0.00,0.04,137.93,,,,,,,,,,,,
35,1508,15080302,San Bernardino Valley,1995,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
35,1508,15080303,Cloverdale,1995,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
08,1401,14010001,Colorado Headwaters,2000,4.260,1.01,0.00,1.01,211.00,1.41,2.42,159.17,,,,,,,,,,,,
08,1401,14010002,Blue,2000,10.150,1.29,0.00,1.29,113.00,2.06,3.35,121.10,,,,,,,,,,,,
08,1401,14010003,Eagle,2000,2.460,0.44,0.00,0.44,159.00,4.36,4.80,125.88,,,,,,,,,,,,
08,1401,14010004,Roaring Fork,2000,25.410,1.54,0.00,1.54,54.00,4.43,5.96,137.25,,,,,,,,,,,,
08,1401,14010005,Colorado Headwaters-Plateau,2000,12.270,4.54,0.00,4.54,330.00,15.21,19.75,132.21,,,,,,,,,,,,
49,1401,14010005,Colorado Headwaters-Plateau,2000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
08,1401,14010006,Parachute-Roan,2000,2.990,0.00,0.00,0.00,0.00,0.21,0.21,63.55,,,,,,,,,,,,
08,1402,14020001,East-Taylor,2000,0.862,0.06,0.00,0.06,58.00,0.38,0.44,110.17,,,,,,,,,,,,
08,1402,14020002,Upper Gunnison,2000,2.462,0.49,0.00,0.49,179.00,0.47,0.96,125.92,,,,,,,,,,,,
08,1402,14020003,Tomichi,2000,0.616,0.13,0.00,0.13,195.00,0.48,0.62,141.39,,,,,,,,,,,,
08,1402,14020004,North Fork Gunnison,2000,7.794,0.33,0.00,0.33,37.00,0.90,1.22,125.29,,,,,,,,,,,,
08,1402,14020005,Lower Gunnison,2000,17.102,0.73,0.00,0.73,38.00,2.16,2.89,130.17,,,,,,,,,,,,
08,1402,14020006,Uncompahgre,2000,4.458,1.97,0.00,1.97,395.00,4.27,6.24,138.25,,,,,,,,,,,,
08,1403,14030001,Westwater Canyon,2000,0.000,0.10,0.00,0.10,0.00,0.00,0.10,0.00,,,,,,,,,,,,
49,1403,14030001,Westwater Canyon,2000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
49,1403,14030002,Upper Dolores,2000,0.163,0.03,0.00,0.03,184.05,0.00,0.03,184.05,,,,,,,,,,,,
08,1403,14030002,Upper Dolores,2000,0.197,0.03,0.00,0.03,152.00,0.41,0.45,228.57,,,,,,,,,,,,
08,1403,14030003,San Miguel,2000,3.377,0.33,0.00,0.33,86.00,1.08,1.40,133.40,,,,,,,,,,,,
08,1403,14030004,Lower Dolores,2000,0.000,0.04,0.00,0.04,0.00,0.00,0.04,0.00,,,,,,,,,,,,
49,1403,14030004,Lower Dolores,2000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
49,1403,14030005,Upper Colorado-Kane Springs,2000,2.065,0.45,0.00,0.45,193.70,1.64,2.09,192.75,,,,,,,,,,,,
08,1403,14030005,Upper Colorado-Kane Springs,2000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
56,1404,14040101,Upper Green,2000,2.505,0.18,0.00,0.18,64.00,0.34,0.52,113.02,,,,,,,,,,,,
56,1404,14040102,New Fork,2000,2.720,0.24,0.00,0.24,77.00,1.19,1.42,302.38,,,,,,,,,,,,
56,1404,14040103,Upper Green-Slate,2000,0.305,0.03,0.00,0.03,98.00,4.74,4.78,498.25,,,,,,,,,,,,
56,1404,14040104,Big Sandy,2000,0.724,0.10,0.00,0.10,124.00,0.01,0.11,124.38,,,,,,,,,,,,
56,1404,14040105,Bitter,2000,3.120,0.26,0.00,0.26,74.00,2.85,3.11,108.08,,,,,,,,,,,,
49,1404,14040106,Upper Green-Flaming Gorge Reservoir,2000,0.420,0.09,0.00,0.09,190.48,0.29,0.38,369.57,,,,,,,,,,,,
56,1404,14040106,Upper Green-Flaming Gorge Reservoir,2000,3.430,0.28,0.00,0.28,73.00,0.00,0.28,72.89,,,,,,,,,,,,
08,1404,14040106,Upper Green-Flaming Gorge Reservoir,2000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
56,1404,14040107,Blacks Fork,2000,2.620,0.16,0.00,0.16,53.00,1.40,1.56,147.25,,,,,,,,,,,,
49,1404,14040107,Blacks Fork,2000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
49,1404,14040108,Muddy,2000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
56,1404,14040108,Muddy,2000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
