STATECODE,HUC4CODE,HUC8CODE,HUCNAME,YEAR,DO-SSPop,DO-WGWTo,DO-WSWTo,DO-WTotl,DO-SSPCp,DO-PSDel,DO-WDelv,DO-ToPCp,,,,,,,,,,,,
49,1406,14060006,Willow,2005,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
49,1406,14060007,Price,2005,0.563,0.12,0.00,0.12,195.38,3.65,3.78,158.91,,,,,,,,,,,,
49,1406,14060008,Lower Green,2005,0.003,0.00,0.00,0.00,0.00,0.10,0.10,92.59,,,,,,,,,,,,
49,1406,14060009,San Rafael,2005,0.183,0.04,0.00,0.04,218.58,1.30,1.35,150.60,,,,,,,,,,,,
49,1407,14070001,Upper Lake Powell,2005,0.000,0.00,0.00,0.00,0.00,0.13,0.13,313.32,,,,,,,,,,,,
49,1407,14070002,Muddy,2005,0.000,0.00,0.00,0.00,0.00,0.07,0.07,200.00,,,,,,,,,,,,
49,1407,14070003,Fremont,2005,0.270,0.06,0.00,0.06,185.19,0.64,0.70,253.06,,,,,,,,,,,,
49,1407,14070004,Dirty Devil,2005,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
49,1407,14070005,Escalante,2005,0.030,0.01,0.00,0.01,333.33,0.03,0.04,43.24,,,,,,,,,,,,
04,1407,14070006,Lower Lake Powell,2005,1.050,0.12,0.00,0.12,105.00,1.39,1.51,124.04,,,,,,,,,,,,
49,1407,14070006,Lower Lake Powell,2005,0.000,0.00,0.00,0.00,0.00,0.13,0.13,215.05,,,,,,,,,,,,
49,1407,14070007,Paria,2005,0.273,0.06,0.00,0.06,183.15,0.13,0.19,148.34,,,,,,,,,,,,
04,1407,14070007,Paria,2005,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
08,1408,14080101,Upper San Juan,2005,11.959,1.27,0.00,1.27,94.00,0.48,1.75,96.36,,,,,,,,,,,,
35,1408,14080101,Upper San Juan,2005,15.530,0.27,0.00,0.27,15.00,1.28,1.55,42.88,,,,,,,,,,,,
08,1408,14080102,Piedra,2005,0.111,0.01,0.00,0.01,90.00,0.70,0.71,100.57,,,,,,,,,,,,
35,1408,14080103,Blanco Canyon,2005,0.881,0.12,0.00,0.12,125.00,0.00,0.12,115.67,,,,,,,,,,,,
35,1408,14080104,Animas,2005,2.562,0.61,0.00,0.61,211.00,7.21,7.81,161.10,,,,,,,,,,,,
08,1408,14080104,Animas,2005,1.425,0.15,0.00,0.15,91.00,4.17,4.32,114.49,,,,,,,,,,,,
35,1408,14080105,Middle San Juan,2005,2.131,0.28,0.00,0.28,117.00,6.19,6.47,131.45,,,,,,,,,,,,
04,1408,14080105,Middle San Juan,2005,0.430,0.04,0.00,0.04,93.00,0.10,0.15,98.63,,,,,,,,,,,,
08,1408,14080105,Middle San Juan,2005,2.682,0.27,0.00,0.27,89.00,0.00,0.27,89.49,,,,,,,,,,,,
35,1408,14080106,Chaco,2005,18.024,1.43,0.00,1.43,71.00,0.02,1.46,61.38,,,,,,,,,,,,
04,1408,14080106,Chaco,2005,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
35,1408,14080107,Mancos,2005,0.045,0.09,0.00,0.09,1778.00,0.00,0.09,1777.78,,,,,,,,,,,,
08,1408,14080107,Mancos,2005,0.762,0.08,0.00,0.08,92.00,0.41,0.49,100.78,,,,,,,,,,,,
49,1408,14080201,Lower San Juan-Four Corners,2005,3.590,0.78,0.00,0.78,194.98,1.03,1.82,192.17,,,,,,,,,,,,
04,1408,14080201,Lower San Juan-Four Corners,2005,0.520,0.04,0.00,0.04,77.00,0.11,0.16,87.77,,,,,,,,,,,,
08,1408,14080201,Lower San Juan-Four Corners,2005,0.084,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
35,1408,14080201,Lower San Juan-Four Corners,2005,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
08,1408,14080202,Mcelmo,2005,9.900,1.08,0.00,1.08,97.00,0.86,1.94,99.51,,,,,,,,,,,,
49,1408,14080202,Mcelmo,2005,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
08,1408,14080203,Montezuma,2005,1.102,0.11,0.00,0.11,91.00,0.19,0.30,138.32,,,,,,,,,,,,
49,1408,14080203,Montezuma,2005,0.000,0.00,0.00,0.00,0.00,0.34,0.34,153.14,,,,,,,,,,,,
49,1408,14080204,Chinle,2005,0.310,0.07,0.00,0.07,193.55,0.00,0.07,193.55,,,,,,,,,,,,
04,1408,14080204,Chinle,2005,9.090,0.87,0.00,0.87,86.00,2.65,3.52,98.55,,,,,,,,,,,,
35,1408,14080204,Chinle,2005,2.087,0.03,0.00,0.03,14.00,0.00,0.03,14.37,,,,,,,,,,,,
49,1408,14080205,Lower San Juan,2005,2.062,0.45,0.00,0.45,193.99,0.03,0.48,177.54,,,,,,,,,,,,
04,1408,14080205,Lower San Juan,2005,0.100,0.01,0.00,0.01,100.00,0.08,0.09,105.40,,,,,,,,,,,,
04,1501,15010001,Lower Colorado-Marble Canyon,2005,0.080,0.01,0.00,0.01,125.00,0.10,0.11,115.34,,,,,,,,,,,,
04,1501,15010002,Grand Canyon,2005,0.000,0.00,0.00,0.00,0.00,0.12,0.12,195.73,,,,,,,,,,,,
49,1501,15010003,Kanab,2005,0.223,0.04,0.00,0.04,179.37,1.21,1.26,277.30,,,,,,,,,,,,
04,1501,15010003,Kanab,2005,0.120,0.01,0.00,0.01,83.00,0.22,0.24,130.19,,,,,,,,,,,,
04,1501,15010004,Havasu Canyon,2005,0.780,0.10,0.00,0.10,115.00,0.90,1.00,110.55,,,,,,,,,,,,
04,1501,15010005,Lake Mead,2005,0.060,0.01,0.00,0.01,167.00,0.29,0.30,206.11,,,,,,,,,,,,
32,1501,15010005,Lake Mead,2005,0.100,0.01,0.00,0.01,100.00,0.46,0.47,150.54,,,,,,,,,,,,
04,1501,15010006,Grand Wash,2005,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
32,1501,15010006,Grand Wash,2005,0.005,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
04,1501,15010007,Hualapai Wash,2005,1.960,0.33,0.00,0.33,148.00,8.44,8.77,176.26,,,,,,,,,,,,
49,1501,15010008,Upper Virgin,2005,0.000,0.00,0.00,0.00,0.00,26.22,26.22,234.51,,,,,,,,,,,,
04,1501,15010009,Fort Pearce Wash,2005,0.270,0.04,0.00,0.04,148.00,1.27,1.31,189.38,,,,,,,,,,,,
49,1501,15010009,Fort Pearce Wash,2005,0.000,0.00,0.00,0.00,0.00,1.87,1.87,143.22,,,,,,,,,,,,
32,1501,15010010,Lower Virgin,2005,0.095,0.02,0.00,0.02,211.00,2.70,2.72,186.09,,,,,,,,,,,,
04,1501,15010010,Lower Virgin,2005,0.170,0.02,0.00,0.02,118.00,0.81,0.83,197.65,,,,,,,,,,,,
49,1501,15010010,Lower Virgin,2005,0.000,0.00,0.00,0.00,0.00,1.06,1.06,148.60,,,,,,,,,,,,
32,1501,15010011,White,2005,0.299,0.07,0.00,0.07,201.00,0.18,0.25,190.48,,,,,,,,,,,,
32,1501,15010012,Muddy,2005,0.041,0.01,0.00,0.01,244.00,1.18,1.19,186.52,,,,,,,,,,,,
32,1501,15010013,Meadow Valley Wash,2005,2.095,0.47,0.00,0.47,200.00,0.58,1.05,195.91,,,,,,,,,,,,
49,1501,15010013,Meadow Valley Wash,2005,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
04,1501,15010014,Detrital Wash,2005,0.070,0.01,0.00,0.01,143.00,0.35,0.36,189.91,,,,,,,,,,,,
32,1501,15010015,Las Vegas Wash,2005,94.604,21.37,0.00,21.37,201.00,325.42,346.78,186.74,,,,,,,,,,,,
04,1502,15020001,Little Colorado Headwaters,2005,2.580,0.25,0.00,0.25,85.00,0.56,0.81,91.08,,,,,,,,,,,,
35,1502,15020001,Little Colorado Headwaters,2005,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
04,1502,15020002,Upper Little Colorado,2005,2.440,0.24,0.00,0.24,86.00,0.59,0.83,87.15,,,,,,,,,,,,
35,1502,15020002,Upper Little Colorado,2005,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
04,1502,15020003,Carrizo Wash,2005,0.000,0.00,0.00,0.00,0.00,0.01,0.01,144.93,,,,,,,,,,,,
35,1502,15020003,Carrizo Wash,2005,0.200,0.00,0.00,0.00,0.00,0.03,0.03,0.00,,,,,,,,,,,,
35,1502,15020004,Zuni,2005,2.395,1.05,0.00,1.05,392.00,0.31,1.37,108.69,,,,,,,,,,,,
04,1502,15020004,Zuni,2005,0.110,0.01,0.00,0.01,91.00,0.03,0.04,115.27,,,,,,,,,,,,
04,1502,15020005,Silver,2005,5.720,0.59,0.00,0.59,93.00,4.14,4.73,97.50,,,,,,,,,,,,
04,1502,15020006,Upper Puerco,2005,4.280,0.41,0.00,0.41,86.00,0.78,1.20,81.64,,,,,,,,,,,,
35,1502,15020006,Upper Puerco,2005,21.173,1.39,0.00,1.39,59.00,1.70,3.09,64.18,,,,,,,,,,,,
04,1502,15020007,Lower Puerco,2005,1.050,0.10,0.00,0.10,86.00,0.24,0.34,82.58,,,,,,,,,,,,
04,1502,15020008,Middle Little Colorado,2005,2.450,0.27,0.00,0.27,98.00,2.16,2.43,107.60,,,,,,,,,,,,
04,1502,15020009,Leroux Wash,2005,0.570,0.06,0.00,0.06,88.00,0.13,0.19,92.29,,,,,,,,,,,,
04,1502,15020010,Chevelon Canyon,2005,0.520,0.06,0.00,0.06,96.00,0.50,0.56,117.81,,,,,,,,,,,,
04,1502,15020011,Cottonwood Wash,2005,2.080,0.21,0.00,0.21,91.00,0.76,0.98,105.62,,,,,,,,,,,,
04,1502,15020012,Corn-Oraibi,2005,0.310,0.03,0.00,0.03,97.00,0.35,0.38,120.95,,,,,,,,,,,,
04,1502,15020013,Polacca Wash,2005,1.410,0.15,0.00,0.15,92.00,1.17,1.31,115.80,,,,,,,,,,,,
04,1502,15020014,Jadito Wash,2005,0.590,0.06,0.00,0.06,85.00,0.55,0.61,114.12,,,,,,,,,,,,
04,1502,15020015,Canyon Diablo,2005,7.250,0.87,0.00,0.87,108.00,9.46,10.34,125.10,,,,,,,,,,,,
04,1502,15020016,Lower Little Colorado,2005,0.180,0.02,0.00,0.02,111.00,0.28,0.30,145.32,,,,,,,,,,,,
04,1502,15020017,Dinnebito Wash,2005,0.180,0.02,0.00,0.02,111.00,0.21,0.24,126.66,,,,,,,,,,,,
04,1502,15020018,Moenkopi Wash,2005,1.690,0.20,0.00,0.20,107.00,2.31,2.51,134.95,,,,,,,,,,,,
04,1503,15030101,Havasu-Mohave Lake,2005,4.910,0.81,0.00,0.81,147.00,23.50,24.30,194.97,,,,,,,,,,,,
06,1503,15030101,Havasu-Mohave Lake,2005,1.926,0.17,0.00,0.17,75.00,0.68,0.85,131.24,,,,,,,,,,,,
32,1503,15030101,Havasu-Mohave Lake,2005,5.613,0.01,0.00,0.01,2.00,2.58,2.59,172.97,,,,,,,,,,,,
32,1503,15030102,Piute Wash,2005,0.168,0.02,0.00,0.02,119.00,0.13,0.16,171.15,,,,,,,,,,,,
06,1503,15030102,Piute Wash,2005,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
04,1503,15030103,Sacramento Wash,2005,0.720,0.12,0.00,0.12,153.00,3.54,3.67,200.79,,,,,,,,,,,,
04,1503,15030104,Imperial Reservoir,2005,3.220,0.57,0.00,0.57,158.00,2.17,2.75,205.97,,,,,,,,,,,,
06,1503,15030104,Imperial Reservoir,2005,9.727,0.82,0.00,0.82,75.00,1.24,2.06,83.56,,,,,,,,,,,,
04,1503,15030105,Bouse Wash,2005,0.700,0.12,0.00,0.12,157.00,0.46,0.58,212.33,,,,,,,,,,,,
04,1503,15030106,Tyson Wash,2005,1.250,0.22,0.00,0.22,160.00,0.73,0.95,194.46,,,,,,,,,,,,
04,1503,15030107,Lower Colorado,2005,0.190,0.03,0.00,0.03,158.00,0.59,0.63,162.60,,,,,,,,,,,,
06,1503,15030107,Lower Colorado,2005,0.120,0.01,0.00,0.01,75.00,0.08,0.09,173.16,,,,,,,,,,,,
04,1503,15030108,Yuma Desert,2005,7.910,1.26,0.00,1.26,142.00,24.15,25.40,157.63,,,,,,,,,,,,
04,1503,15030201,Big Sandy,2005,0.070,0.01,0.00,0.01,143.00,0.35,0.36,188.57,,,,,,,,,,,,
04,1503,15030202,Burro,2005,0.050,0.01,0.00,0.01,200.00,0.06,0.07,151.13,,,,,,,,,,,,
04,1503,15030203,Santa Maria,2005,0.560,0.07,0.00,0.07,107.00,0.57,0.64,124.73,,,,,,,,,,,,
04,1503,15030204,Bill Williams,2005,0.000,0.00,0.00,0.00,0.00,0.02,0.02,140.85,,,,,,,,,,,,
35,1504,15040001,Upper Gila,2005,1.870,0.10,0.00,0.10,48.00,0.00,0.10,48.13,,,,,,,,,,,,
04,1504,15040002,Upper Gila-Mangas,2005,0.560,0.12,0.00,0.12,196.00,0.63,0.75,213.10,,,,,,,,,,,,
35,1504,15040002,Upper Gila-Mangas,2005,1.719,0.12,0.00,0.12,64.00,0.04,0.17,69.28,,,,,,,,,,,,
35,1504,15040003,Animas Valley,2005,1.248,0.10,0.00,0.10,72.00,0.67,0.77,150.49,,,,,,,,,,,,
04,1504,15040003,Animas Valley,2005,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
04,1504,15040004,San Francisco,2005,0.930,0.19,0.00,0.19,183.00,0.91,1.10,205.75,,,,,,,,,,,,
35,1504,15040004,San Francisco,2005,0.265,0.10,0.00,0.10,-151.00,0.15,0.25,0.00,,,,,,,,,,,,
04,1504,15040005,Upper Gila-San Carlos Reservoir,2005,6.190,1.04,0.00,1.04,150.00,3.72,4.76,145.45,,,,,,,,,,,,
04,1504,15040006,San Simon,2005,0.340,0.04,0.00,0.04,118.00,0.24,0.28,140.13,,,,,,,,,,,,
35,1504,15040006,San Simon,2005,0.431,0.01,0.00,0.01,23.00,0.02,0.03,54.15,,,,,,,,,,,,
04,1504,15040007,San Carlos,2005,1.560,0.22,0.00,0.22,128.00,0.98,1.20,123.49,,,,,,,,,,,,
04,1505,15050100,Middle Gila,2005,18.470,3.04,0.00,3.04,147.00,179.83,182.87,151.33,,,,,,,,,,,,
04,1505,15050201,Willcox Playa,2005,2.290,0.30,0.00,0.30,118.00,1.40,1.70,126.36,,,,,,,,,,,,
04,1505,15050202,Upper San Pedro,2005,16.390,2.12,0.00,2.12,115.00,9.28,11.40,116.88,,,,,,,,,,,,
04,1505,15050203,Lower San Pedro,2005,0.390,0.07,0.00,0.07,154.00,1.06,1.13,155.00,,,,,,,,,,,,
04,1505,15050301,Upper Santa Cruz,2005,16.890,2.41,0.00,2.41,127.00,82.16,84.57,132.06,,,,,,,,,,,,
04,1505,15050302,Rillito,2005,7.610,0.99,0.00,0.99,116.00,43.39,44.38,119.37,,,,,,,,,,,,
04,1505,15050303,Lower Santa Cruz,2005,4.750,0.75,0.00,0.75,141.00,11.92,12.67,124.24,,,,,,,,,,,,
04,1505,15050304,Brawley Wash,2005,1.200,0.16,0.00,0.16,117.00,5.90,6.05,100.67,,,,,,,,,,,,
04,1505,15050305,Aguirre Valley,2005,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
04,1505,15050306,Santa Rosa Wash,2005,0.000,0.00,0.00,0.00,0.00,0.24,0.24,151.84,,,,,,,,,,,,
04,1506,15060101,Black,2005,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
04,1506,15060102,White,2005,1.510,0.17,0.00,0.17,99.00,1.21,1.38,114.49,,,,,,,,,,,,
04,1506,15060103,Upper Salt,2005,3.110,0.39,0.00,0.39,113.00,2.38,2.77,129.89,,,,,,,,,,,,
04,1506,15060104,Carrizo,2005,0.120,0.02,0.00,0.02,167.00,0.11,0.13,141.68,,,,,,,,,,,,
04,1506,15060105,Tonto,2005,1.390,0.18,0.00,0.18,115.00,0.89,1.06,114.93,,,,,,,,,,,,
04,1506,15060106,Lower Salt,2005,12.770,2.16,0.00,2.16,151.00,190.63,192.79,158.01,,,,,,,,,,,,
04,1506,15060201,Big Chino-Williamson Valley,2005,1.080,0.13,0.00,0.13,111.00,1.19,1.32,130.91,,,,,,,,,,,,
04,1506,15060202,Upper Verde,2005,15.950,1.95,0.00,1.95,109.00,15.90,17.85,120.93,,,,,,,,,,,,
04,1506,15060203,Lower Verde,2005,3.780,0.50,0.00,0.50,119.00,7.49,7.99,140.74,,,,,,,,,,,,
04,1507,15070101,Lower Gila-Painted Rock Reservoir,2005,0.850,0.15,0.00,0.15,153.00,15.29,15.44,189.38,,,,,,,,,,,,
04,1507,15070102,Agua Fria,2005,24.050,3.76,0.00,3.76,139.00,305.90,309.65,179.59,,,,,,,,,,,,
04,1507,15070103,Hassayampa,2005,0.610,0.09,0.00,0.09,131.00,3.12,3.21,157.85,,,,,,,,,,,,
04,1507,15070104,Centennial Wash,2005,0.690,0.12,0.00,0.12,159.00,1.04,1.17,175.59,,,,,,,,,,,,
04,1507,15070201,Lower Gila,2005,1.790,0.28,0.00,0.28,140.00,6.95,7.23,197.67,,,,,,,,,,,,
04,1507,15070202,Tenmile Wash,2005,0.080,0.01,0.00,0.01,125.00,0.70,0.71,162.37,,,,,,,,,,,,
04,1507,15070203,San Cristobal Wash,2005,0.000,0.00,0.00,0.00,0.00,0.08,0.08,192.84,,,,,,,,,,,,
04,1508,15080101,San Simon Wash,2005,0.100,0.01,0.00,0.01,100.00,0.81,0.82,157.87,,,,,,,,,,,,
04,1508,15080102,Rio Sonoyta,2005,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
04,1508,15080103,Tule Desert,2005,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
04,1508,15080200,Rio De La Concepcion,2005,0.000,0.00,0.00,0.00,0.00,0.02,0.02,158.73,,,,,,,,,,,,
04,1508,15080301,Whitewater Draw,2005,4.950,0.64,0.00,0.64,115.00,2.59,3.23,109.80,,,,,,,,,,,,
04,1508,15080302,San Bernardino Valley,2005,0.000,0.00,0.00,0.00,0.00,0.02,0.02,158.73,,,,,,,,,,,,
35,1508,15080302,San Bernardino Valley,2005,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
35,1508,15080303,Cloverdale,2005,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
08,1401,14010001,Colorado Headwaters,2010,0.418,0.06,0.00,0.06,120.00,2.38,2.43,128.31,,,,,,,,,,,,
08,1401,14010002,Blue,2010,3.419,0.83,0.00,0.83,216.00,6.02,6.85,215.59,,,,,,,,,,,,
08,1401,14010003,Eagle,2010,5.436,0.77,0.00,0.77,127.00,5.39,6.17,127.41,,,,,,,,,,,,
08,1401,14010004,Roaring Fork,2010,6.474,0.96,0.00,0.96,133.00,5.89,6.85,133.42,,,,,,,,,,,,
08,1401,14010005,Colorado Headwaters-Plateau,2010,6.006,0.87,0.00,0.87,130.00,23.47,24.35,129.42,,,,,,,,,,,,
49,1401,14010005,Colorado Headwaters-Plateau,2010,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
08,1402,14020001,East-Taylor,2010,0.234,0.03,0.00,0.03,128.00,0.61,0.64,123.38,,,,,,,,,,,,
08,1402,14020002,Upper Gunnison,2010,6.535,0.92,0.00,0.92,125.00,0.24,1.15,125.98,,,,,,,,,,,,
08,1402,14020003,Tomichi,2010,0.555,0.09,0.00,0.09,144.00,0.54,0.63,137.59,,,,,,,,,,,,
08,1402,14020004,North Fork Gunnison,2010,3.702,0.66,0.00,0.66,159.00,0.73,1.39,159.20,,,,,,,,,,,,
08,1402,14020005,Lower Gunnison,2010,9.281,1.54,0.00,1.54,148.00,3.63,5.17,147.40,,,,,,,,,,,,
08,1402,14020006,Uncompahgre,2010,4.702,0.72,0.00,0.72,136.00,6.42,7.14,136.41,,,,,,,,,,,,
08,1403,14030001,Westwater Canyon,2010,0.525,0.11,0.00,0.11,190.00,0.00,0.11,190.48,,,,,,,,,,,,
49,1403,14030001,Westwater Canyon,2010,0.019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
08,1403,14030002,Upper Dolores,2010,0.092,0.02,0.00,0.02,217.00,0.50,0.53,196.41,,,,,,,,,,,,
49,1403,14030002,Upper Dolores,2010,0.163,0.03,0.00,0.03,184.05,0.00,0.03,184.05,,,,,,,,,,,,
08,1403,14030003,San Miguel,2010,3.896,0.53,0.00,0.53,121.00,0.85,1.38,126.17,,,,,,,,,,,,
08,1403,14030004,Lower Dolores,2010,0.294,0.04,0.00,0.04,136.00,0.00,0.04,136.05,,,,,,,,,,,,
49,1403,14030004,Lower Dolores,2010,0.008,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
49,1403,14030005,Upper Colorado-Kane Springs,2010,1.550,0.34,0.00,0.34,193.55,1.49,1.83,159.24,,,,,,,,,,,,
08,1403,14030005,Upper Colorado-Kane Springs,2010,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
56,1404,14040101,Upper Green,2010,3.180,0.29,0.00,0.29,82.00,0.46,0.75,130.12,,,,,,,,,,,,
56,1404,14040102,New Fork,2010,3.371,0.29,0.00,0.29,77.00,0.85,1.14,180.50,,,,,,,,,,,,
56,1404,14040103,Upper Green-Slate,2010,0.265,0.04,0.00,0.04,151.00,5.35,5.39,905.84,,,,,,,,,,,,
56,1404,14040104,Big Sandy,2010,0.438,0.09,0.00,0.09,183.00,0.06,0.15,155.13,,,,,,,,,,,,
56,1404,14040105,Bitter,2010,3.344,0.28,0.00,0.28,75.00,6.11,6.39,197.91,,,,,,,,,,,,
49,1404,14040106,Upper Green-Flaming Gorge Reservoir,2010,0.466,0.10,0.00,0.10,193.13,0.24,0.34,282.22,,,,,,,,,,,,
56,1404,14040106,Upper Green-Flaming Gorge Reservoir,2010,8.040,0.63,0.00,0.63,70.00,0.00,0.63,69.65,,,,,,,,,,,,
08,1404,14040106,Upper Green-Flaming Gorge Reservoir,2010,0.029,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
56,1404,14040107,Blacks Fork,2010,2.715,0.24,0.00,0.24,77.00,1.50,1.74,148.54,,,,,,,,,,,,
49,1404,14040107,Blacks Fork,2010,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
56,1404,14040108,Muddy,2010,0.142,0.01,0.00,0.01,70.00,0.00,0.01,70.42,,,,,,,,,,,,
49,1404,14040108,Muddy,2010,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
08,1404,14040109,Vermilion,2010,0.030,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
56,1404,14040109,Vermilion,2010,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
56,1404,14040200,Great Divide Closed Basin,2010,0.647,0.04,0.00,0.04,62.00,0.00,0.04,61.82,,,,,,,,,,,,
08,1405,14050001,Upper Yampa,2010,1.812,0.24,0.00,0.24,116.00,4.79,5.02,126.20,,,,,,,,,,,,
08,1405,14050002,Lower Yampa,2010,1.038,0.15,0.00,0.15,125.00,0.00,0.15,125.24,,,,,,,,,,,,
08,1405,14050003,Little Snake,2010,0.168,0.02,0.00,0.02,119.00,0.00,0.02,119.05,,,,,,,,,,,,
56,1405,14050003,Little Snake,2010,0.384,0.02,0.00,0.02,52.00,0.04,0.07,62.89,,,,,,,,,,,,
56,1405,14050004,Muddy,2010,0.052,0.02,0.00,0.02,385.00,0.00,0.02,384.62,,,,,,,,,,,,
08,1405,14050005,Upper White,2010,1.239,0.19,0.00,0.19,137.00,0.39,0.58,139.34,,,,,,,,,,,,
08,1405,14050006,Piceance-Yellow,2010,0.125,0.02,0.00,0.02,160.00,0.00,0.02,160.00,,,,,,,,,,,,
08,1405,14050007,Lower White,2010,0.866,0.13,0.00,0.13,139.00,0.36,0.49,136.82,,,,,,,,,,,,
49,1405,14050007,Lower White,2010,0.021,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
08,1406,14060001,Lower Green-Diamond,2010,0.026,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
49,1406,14060001,Lower Green-Diamond,2010,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
49,1406,14060002,Ashley-Brush,2010,3.903,0.85,0.00,0.85,194.72,5.92,6.77,234.12,,,,,,,,,,,,
49,1406,14060003,Duchesne,2010,1.949,0.43,0.00,0.43,194.97,3.71,4.14,161.68,,,,,,,,,,,,
49,1406,14060004,Strawberry,2010,0.045,0.01,0.00,0.01,222.22,0.46,0.47,296.82,,,,,,,,,,,,
49,1406,14060005,Lower Green-Desolation Canyon,2010,0.125,0.02,0.00,0.02,160.00,0.00,0.02,160.00,,,,,,,,,,,,
49,1406,14060006,Willow,2010,0.003,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
49,1406,14060007,Price,2010,0.129,0.08,0.00,0.08,542.64,5.06,5.13,199.57,,,,,,,,,,,,
49,1406,14060008,Lower Green,2010,0.188,0.04,0.00,0.04,212.77,0.41,0.46,336.62,,,,,,,,,,,,
49,1406,14060009,San Rafael,2010,0.268,0.01,0.00,0.01,37.31,4.97,4.98,555.14,,,,,,,,,,,,
49,1407,14070001,Upper Lake Powell,2010,0.095,0.02,0.00,0.02,210.53,0.11,0.13,442.80,,,,,,,,,,,,
49,1407,14070002,Muddy,2010,0.000,0.00,0.00,0.00,0.00,0.37,0.37,1050.96,,,,,,,,,,,,
49,1407,14070003,Fremont,2010,0.338,0.08,0.00,0.08,207.10,1.05,1.13,362.40,,,,,,,,,,,,
49,1407,14070004,Dirty Devil,2010,0.011,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
49,1407,14070005,Escalante,2010,0.058,0.01,0.00,0.01,172.41,0.38,0.39,278.22,,,,,,,,,,,,
04,1407,14070006,Lower Lake Powell,2010,1.050,0.12,0.00,0.12,105.00,1.55,1.67,125.52,,,,,,,,,,,,
49,1407,14070006,Lower Lake Powell,2010,0.012,0.00,0.00,0.00,0.00,0.17,0.17,235.48,,,,,,,,,,,,
49,1407,14070007,Paria,2010,0.085,0.02,0.00,0.02,235.29,0.37,0.39,344.83,,,,,,,,,,,,
04,1407,14070007,Paria,2010,0.000,0.00,0.00,0.00,0.00,0.01,0.01,263.16,,,,,,,,,,,,
08,1408,14080101,Upper San Juan,2010,5.303,0.82,0.00,0.82,138.00,1.85,2.67,137.85,,,,,,,,,,,,
35,1408,14080101,Upper San Juan,2010,12.493,0.30,0.00,0.30,22.00,1.78,2.09,61.21,,,,,,,,,,,,
08,1408,14080102,Piedra,2010,0.428,0.07,0.00,0.07,140.00,1.02,1.09,137.90,,,,,,,,,,,,
35,1408,14080103,Blanco Canyon,2010,0.473,0.22,0.00,0.22,423.00,0.06,0.28,286.37,,,,,,,,,,,,
08,1408,14080104,Animas,2010,1.719,0.27,0.00,0.27,140.00,5.59,5.86,138.62,,,,,,,,,,,,
35,1408,14080104,Animas,2010,4.531,0.59,0.00,0.59,117.00,1.67,2.26,41.48,,,,,,,,,,,,
