STATECODE,HUC4CODE,HUC8CODE,HUCNAME,YEAR,IR-WGWFr,IR-WSWFr,IR-WFrTo,IR-CUsFr,IR-CLoss,IR-IrSpr,IR-IrMic,IR-IrSur,IR-IrTot,IR-RecWW,SSEBop_CU
56,1404,14040200,Great Divide Closed Basin,1995,0.33,115.14,115.46,33.51,38.74,2.29,0.00,25.18,27.47,0.00,--
08,1405,14050001,Upper Yampa,1995,2.11,326.03,328.14,75.10,91.46,1.10,0.00,58.80,59.90,0.00,--
08,1405,14050002,Lower Yampa,1995,0.56,84.18,84.74,19.88,23.62,0.84,0.00,12.40,13.24,0.00,--
56,1405,14050003,Little Snake,1995,0.28,85.04,85.32,20.01,27.33,0.50,0.00,18.00,18.50,0.00,--
08,1405,14050003,Little Snake,1995,0.17,92.63,92.80,20.56,25.95,0.75,0.00,13.84,14.59,0.00,--
56,1405,14050004,Muddy,1995,0.31,92.43,92.74,21.42,29.74,0.32,0.00,19.57,19.89,0.00,--
08,1405,14050005,Upper White,1995,0.21,60.18,60.39,13.80,16.87,0.49,0.00,18.31,18.80,0.00,--
08,1405,14050006,Piceance-Yellow,1995,0.19,26.71,26.90,6.19,7.50,0.11,0.00,4.11,4.22,0.00,--
08,1405,14050007,Lower White,1995,0.20,30.91,31.11,7.07,8.68,0.09,0.00,2.92,3.01,0.00,--
49,1405,14050007,Lower White,1995,0.00,4.91,4.91,2.65,0.85,0.68,0.00,1.02,1.70,0.00,--
49,1406,14060001,Lower Green-Diamond,1995,0.00,11.12,11.12,6.00,1.94,1.56,0.00,2.34,3.90,0.00,--
08,1406,14060001,Lower Green-Diamond,1995,0.01,0.56,0.57,0.18,0.18,0.01,0.00,0.10,0.11,0.00,--
49,1406,14060002,Ashley-Brush,1995,4.35,174.55,178.90,96.48,31.21,24.36,0.00,36.54,60.90,0.00,--
49,1406,14060003,Duchesne,1995,0.16,69.91,70.06,37.78,12.22,19.98,0.00,20.68,40.66,0.22,--
49,1406,14060004,Strawberry,1995,0.08,129.12,129.20,69.67,22.53,40.06,0.00,40.06,80.12,0.00,--
49,1406,14060005,Lower Green-Desolation Canyon,1995,0.00,4.21,4.21,2.28,0.74,0.02,0.00,0.45,0.47,0.00,--
49,1406,14060006,Willow,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
49,1406,14060007,Price,1995,0.03,103.13,103.17,55.64,17.99,1.36,0.00,14.80,16.16,0.11,--
49,1406,14060008,Lower Green,1995,0.01,5.06,5.07,2.74,0.89,0.03,0.00,1.08,1.11,0.00,--
49,1406,14060009,San Rafael,1995,0.00,74.67,74.67,40.27,13.03,2.11,0.06,15.36,17.53,0.00,--
49,1407,14070001,Upper Lake Powell,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
49,1407,14070002,Muddy,1995,0.00,21.05,21.05,11.36,3.68,0.00,0.00,4.42,4.42,0.00,--
49,1407,14070003,Fremont,1995,4.34,24.53,28.87,15.57,5.03,10.17,0.00,6.78,16.95,0.00,--
49,1407,14070004,Dirty Devil,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
49,1407,14070005,Escalante,1995,1.45,0.00,1.45,0.77,0.25,0.32,0.00,0.00,0.32,0.00,--
04,1407,14070006,Lower Lake Powell,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
49,1407,14070006,Lower Lake Powell,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
49,1407,14070007,Paria,1995,0.00,25.44,25.44,13.72,4.44,5.26,0.00,4.48,9.74,0.00,--
04,1407,14070007,Paria,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
08,1408,14080101,Upper San Juan,1995,0.71,216.84,217.54,79.25,30.39,1.58,0.00,56.64,58.22,0.00,--
35,1408,14080101,Upper San Juan,1995,0.00,106.82,106.82,64.28,24.87,13.93,0.00,9.44,23.37,0.00,--
08,1408,14080102,Piedra,1995,0.02,17.07,17.10,7.01,2.39,0.21,0.00,7.42,7.63,0.00,--
35,1408,14080103,Blanco Canyon,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
08,1408,14080104,Animas,1995,0.53,157.76,158.29,57.51,22.12,0.40,0.00,33.91,34.31,0.00,--
35,1408,14080104,Animas,1995,0.00,32.15,32.15,14.66,9.64,0.00,0.00,5.78,5.78,0.00,--
35,1408,14080105,Middle San Juan,1995,0.00,90.03,90.03,55.49,21.46,12.93,0.00,9.18,22.11,0.00,--
08,1408,14080105,Middle San Juan,1995,0.25,73.56,73.81,26.81,10.31,0.23,0.00,19.36,19.59,0.00,--
04,1408,14080105,Middle San Juan,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
35,1408,14080106,Chaco,1995,0.00,85.29,85.29,64.30,15.76,22.88,0.00,1.41,24.29,0.00,--
04,1408,14080106,Chaco,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
08,1408,14080107,Mancos,1995,0.25,74.46,74.70,27.88,10.44,0.77,0.00,14.23,15.00,0.00,--
35,1408,14080107,Mancos,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
49,1408,14080201,Lower San Juan-Four Corners,1995,0.86,9.58,10.45,5.64,1.83,1.24,0.00,0.14,1.38,0.00,--
04,1408,14080201,Lower San Juan-Four Corners,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
08,1408,14080201,Lower San Juan-Four Corners,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
35,1408,14080201,Lower San Juan-Four Corners,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
08,1408,14080202,Mcelmo,1995,0.77,232.34,233.11,89.52,32.57,2.38,0.00,44.13,46.51,0.00,--
49,1408,14080202,Mcelmo,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
08,1408,14080203,Montezuma,1995,0.11,32.64,32.76,12.58,4.57,0.37,0.00,6.89,7.26,0.00,--
49,1408,14080203,Montezuma,1995,0.86,14.18,15.04,8.12,6.12,3.19,0.06,0.65,3.90,0.40,--
04,1408,14080204,Chinle,1995,0.10,1.28,1.38,0.87,0.25,0.00,0.00,0.39,0.39,0.00,--
35,1408,14080204,Chinle,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
49,1408,14080204,Chinle,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1408,14080205,Lower San Juan,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
49,1408,14080205,Lower San Juan,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1501,15010001,Lower Colorado-Marble Canyon,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1501,15010002,Grand Canyon,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1501,15010003,Kanab,1995,0.56,0.56,1.12,0.72,0.20,0.00,0.00,0.30,0.30,0.00,--
49,1501,15010003,Kanab,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1501,15010004,Havasu Canyon,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1501,15010005,Lake Mead,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
32,1501,15010005,Lake Mead,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1501,15010006,Grand Wash,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
32,1501,15010006,Grand Wash,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1501,15010007,Hualapai Wash,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
49,1501,15010008,Upper Virgin,1995,2.01,45.22,47.23,25.47,11.60,3.21,0.07,7.61,10.89,0.83,--
49,1501,15010009,Fort Pearce Wash,1995,0.07,4.64,4.71,2.54,0.82,0.14,0.00,0.81,0.95,0.00,--
04,1501,15010009,Fort Pearce Wash,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
32,1501,15010010,Lower Virgin,1995,1.01,7.96,8.97,4.04,1.57,1.10,0.00,0.70,1.80,0.00,--
04,1501,15010010,Lower Virgin,1995,8.39,2.25,10.64,6.78,1.93,0.03,0.00,1.28,1.31,0.00,--
49,1501,15010010,Lower Virgin,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
32,1501,15010011,White,1995,13.45,14.80,28.25,17.82,8.18,2.10,0.00,6.40,8.50,0.00,--
32,1501,15010012,Muddy,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
32,1501,15010013,Meadow Valley Wash,1995,16.03,8.74,24.77,14.69,6.84,1.30,0.00,5.80,7.10,0.00,--
49,1501,15010013,Meadow Valley Wash,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1501,15010014,Detrital Wash,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
32,1501,15010015,Las Vegas Wash,1995,3.03,2.02,5.04,2.24,0.90,0.60,0.00,0.40,1.00,5.94,--
04,1502,15020001,Little Colorado Headwaters,1995,0.64,6.20,6.84,4.36,1.23,0.00,0.00,1.94,1.94,0.00,--
35,1502,15020001,Little Colorado Headwaters,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1502,15020002,Upper Little Colorado,1995,1.23,7.15,8.39,5.35,1.51,0.00,0.00,2.37,2.37,0.00,--
35,1502,15020002,Upper Little Colorado,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
35,1502,15020003,Carrizo Wash,1995,0.00,1.79,1.79,0.76,0.54,0.00,0.00,0.52,0.52,0.00,--
04,1502,15020003,Carrizo Wash,1995,0.90,0.00,0.90,0.57,0.16,0.00,0.00,0.25,0.25,0.00,--
35,1502,15020004,Zuni,1995,0.00,2.62,2.62,1.15,0.78,0.00,0.00,2.39,2.39,0.00,--
04,1502,15020004,Zuni,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1502,15020005,Silver,1995,21.39,0.00,21.39,13.64,3.87,1.04,0.00,3.00,4.04,0.00,--
04,1502,15020006,Upper Puerco,1995,0.00,0.75,0.75,0.48,0.13,0.00,0.00,0.21,0.21,0.00,--
35,1502,15020006,Upper Puerco,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1502,15020007,Lower Puerco,1995,0.04,0.00,0.04,0.03,0.01,0.00,0.00,0.01,0.01,0.00,--
04,1502,15020008,Middle Little Colorado,1995,8.55,1.50,10.06,6.41,1.82,0.16,0.00,1.49,1.65,0.00,--
04,1502,15020009,Leroux Wash,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1502,15020010,Chevelon Canyon,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1502,15020011,Cottonwood Wash,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1502,15020012,Corn-Oraibi,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1502,15020013,Polacca Wash,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1502,15020014,Jadito Wash,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1502,15020015,Canyon Diablo,1995,0.99,0.59,1.58,1.01,0.29,0.00,0.00,0.70,0.70,0.00,--
04,1502,15020016,Lower Little Colorado,1995,0.33,0.00,0.33,0.18,0.06,0.00,0.00,0.14,0.14,0.00,--
04,1502,15020017,Dinnebito Wash,1995,0.00,0.98,0.98,0.63,0.18,0.00,0.00,0.28,0.28,0.00,--
04,1502,15020018,Moenkopi Wash,1995,0.04,0.00,0.04,0.03,0.01,0.00,0.00,0.02,0.02,0.00,--
04,1503,15030101,Havasu-Mohave Lake,1995,38.00,62.55,100.55,64.15,18.21,0.14,0.00,14.76,14.90,0.00,--
32,1503,15030101,Havasu-Mohave Lake,1995,1.46,0.00,1.46,0.56,0.34,0.00,0.00,0.30,0.30,2.62,--
06,1503,15030101,Havasu-Mohave Lake,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
06,1503,15030102,Piute Wash,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
32,1503,15030102,Piute Wash,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1503,15030103,Sacramento Wash,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
06,1503,15030104,Imperial Reservoir,1995,12.69,494.59,507.27,405.33,0.00,13.58,2.32,84.49,100.39,0.00,--
04,1503,15030104,Imperial Reservoir,1995,0.22,699.52,699.74,446.44,126.65,11.85,0.00,58.63,70.48,0.00,--
04,1503,15030105,Bouse Wash,1995,31.86,0.00,31.86,20.32,5.76,0.00,0.00,4.00,4.00,0.00,--
04,1503,15030106,Tyson Wash,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
06,1503,15030107,Lower Colorado,1995,2.99,116.76,119.76,95.70,0.00,3.21,0.55,19.95,23.71,0.00,--
04,1503,15030107,Lower Colorado,1995,20.74,51.12,71.86,50.30,14.37,14.28,0.00,7.60,21.88,0.00,--
04,1503,15030108,Yuma Desert,1995,79.60,687.81,767.41,537.19,153.49,42.85,0.00,67.08,109.93,0.00,--
04,1503,15030201,Big Sandy,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1503,15030202,Burro,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1503,15030203,Santa Maria,1995,4.16,0.00,4.16,2.66,0.75,0.07,0.00,0.59,0.66,0.00,--
04,1503,15030204,Bill Williams,1995,5.68,0.00,5.68,3.62,1.03,0.00,0.00,0.92,0.92,0.00,--
35,1504,15040001,Upper Gila,1995,0.00,1.43,1.43,0.10,1.22,0.00,0.00,0.03,0.03,0.00,--
04,1504,15040002,Upper Gila-Mangas,1995,4.85,11.28,16.13,10.29,2.91,0.32,0.00,2.85,3.17,0.00,--
35,1504,15040002,Upper Gila-Mangas,1995,3.68,32.61,36.29,7.29,23.33,0.00,0.00,3.04,3.04,0.00,--
35,1504,15040003,Animas Valley,1995,28.44,0.00,28.44,17.20,0.00,1.22,0.00,7.38,8.60,0.00,--
04,1504,15040003,Animas Valley,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
35,1504,15040004,San Francisco,1995,0.01,16.38,16.39,1.78,12.50,0.00,0.00,0.88,0.88,0.00,--
04,1504,15040004,San Francisco,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1504,15040005,Upper Gila-San Carlos Reservoir,1995,44.07,108.59,152.66,97.39,27.63,3.89,0.00,31.09,34.98,0.00,--
04,1504,15040006,San Simon,1995,46.08,0.00,46.08,29.40,8.34,1.14,0.00,11.11,12.25,0.00,--
35,1504,15040006,San Simon,1995,0.75,0.00,0.75,0.38,0.00,0.00,0.00,0.16,0.16,0.00,--
04,1504,15040007,San Carlos,1995,0.62,0.62,1.23,0.78,0.22,0.00,0.00,0.10,0.10,0.00,--
04,1505,15050100,Middle Gila,1995,175.71,389.72,565.42,360.74,102.34,8.00,0.00,107.00,115.00,0.00,--
04,1505,15050201,Willcox Playa,1995,126.45,0.00,126.45,80.68,22.89,2.23,0.00,28.77,31.00,0.00,--
04,1505,15050202,Upper San Pedro,1995,15.94,4.38,20.32,12.97,3.68,0.88,0.00,4.47,5.35,0.00,--
04,1505,15050203,Lower San Pedro,1995,3.39,2.20,5.58,3.56,1.01,0.42,0.00,0.45,0.87,0.00,--
04,1505,15050301,Upper Santa Cruz,1995,86.00,3.02,89.02,56.79,16.11,1.50,0.00,22.18,23.68,1.80,--
04,1505,15050302,Rillito,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1505,15050303,Lower Santa Cruz,1995,217.43,476.32,693.75,442.62,125.57,11.39,1.40,114.60,127.39,0.00,--
04,1505,15050304,Brawley Wash,1995,15.01,0.00,15.01,9.57,2.71,0.00,0.00,3.83,3.83,0.00,--
04,1505,15050305,Aguirre Valley,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1505,15050306,Santa Rosa Wash,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1506,15060101,Black,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1506,15060102,White,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1506,15060103,Upper Salt,1995,1.42,1.42,2.85,1.82,0.52,0.27,0.00,0.27,0.54,0.00,--
04,1506,15060104,Carrizo,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1506,15060105,Tonto,1995,1.43,1.42,2.86,1.83,0.52,0.26,0.00,0.27,0.53,0.00,--
04,1506,15060106,Lower Salt,1995,530.91,85.87,616.77,393.49,111.65,49.75,12.00,62.83,124.58,0.00,--
04,1506,15060201,Big Chino-Williamson Valley,1995,1.80,0.31,2.12,1.36,0.38,0.04,0.00,0.29,0.33,0.00,--
04,1506,15060202,Upper Verde,1995,9.21,37.03,46.24,29.50,8.37,0.24,0.00,7.53,7.77,0.00,--
04,1506,15060203,Lower Verde,1995,0.54,0.68,1.22,0.78,0.22,0.05,0.00,0.16,0.21,0.00,--
04,1507,15070101,Lower Gila-Painted Rock Reservoir,1995,256.62,57.13,313.75,200.17,56.79,10.37,0.00,41.94,52.31,127.24,--
04,1507,15070102,Agua Fria,1995,194.56,321.68,516.24,327.32,90.91,7.36,0.00,79.10,86.46,0.00,--
04,1507,15070103,Hassayampa,1995,49.00,0.00,49.00,31.26,8.87,3.69,0.00,5.22,8.91,0.00,--
04,1507,15070104,Centennial Wash,1995,103.76,100.09,203.85,130.06,36.89,8.66,0.00,33.87,42.53,0.00,--
04,1507,15070201,Lower Gila,1995,193.61,377.04,570.65,396.44,113.21,6.00,0.00,80.62,86.62,0.00,--
04,1507,15070202,Tenmile Wash,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1507,15070203,San Cristobal Wash,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1508,15080101,San Simon Wash,1995,3.70,0.00,3.70,2.37,0.67,0.00,0.00,0.50,0.50,0.00,--
04,1508,15080102,Rio Sonoyta,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1508,15080103,Tule Desert,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1508,15080200,Rio De La Concepcion,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
04,1508,15080301,Whitewater Draw,1995,29.90,0.00,29.90,19.08,5.41,1.00,0.00,6.90,7.90,0.00,--
04,1508,15080302,San Bernardino Valley,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
35,1508,15080302,San Bernardino Valley,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
35,1508,15080303,Cloverdale,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
08,1401,14010001,Colorado Headwaters,2000,0.65,243.21,243.86,37.52,0.00,0.00,0.00,42.12,42.12,0.00,--
08,1401,14010002,Blue,2000,0.00,4.53,4.53,0.89,0.00,0.00,0.00,1.18,1.18,0.00,--
08,1401,14010003,Eagle,2000,0.27,82.14,82.40,35.82,0.00,0.00,0.00,10.33,10.33,0.00,--
08,1401,14010004,Roaring Fork,2000,0.28,97.25,97.53,20.29,0.00,0.00,0.00,18.23,18.23,0.00,--
08,1401,14010005,Colorado Headwaters-Plateau,2000,3.56,860.86,864.43,134.90,0.00,0.00,0.00,66.67,66.67,0.00,--
49,1401,14010005,Colorado Headwaters-Plateau,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
08,1401,14010006,Parachute-Roan,2000,0.62,118.27,118.88,33.28,0.00,0.00,0.00,10.89,10.89,0.00,--
08,1402,14020001,East-Taylor,2000,0.47,62.94,63.41,17.76,0.00,0.00,0.00,11.06,11.06,0.00,--
08,1402,14020002,Upper Gunnison,2000,21.00,273.24,294.24,82.38,0.00,0.00,0.00,46.87,46.87,0.00,--
08,1402,14020003,Tomichi,2000,78.72,102.92,181.64,50.86,0.00,0.00,0.00,48.05,48.05,0.00,--
08,1402,14020004,North Fork Gunnison,2000,1.40,332.67,334.07,93.54,0.00,0.00,0.00,35.39,35.39,0.00,--
08,1402,14020005,Lower Gunnison,2000,3.12,760.46,763.58,213.81,0.00,0.00,0.00,68.65,68.65,0.00,--
08,1402,14020006,Uncompahgre,2000,1.20,267.89,269.08,61.89,0.00,0.00,0.00,38.36,38.36,0.00,--
08,1403,14030001,Westwater Canyon,2000,0.39,105.97,106.36,18.93,0.00,0.00,0.00,7.59,7.59,0.00,--
49,1403,14030001,Westwater Canyon,2000,0.00,0.49,0.49,0.00,0.00,0.02,0.00,0.25,0.27,0.00,--
08,1403,14030002,Upper Dolores,2000,2.30,229.46,231.76,125.15,0.00,13.89,0.00,18.71,32.60,0.00,--
49,1403,14030002,Upper Dolores,2000,0.00,7.02,7.02,0.00,0.00,2.14,0.00,0.10,2.24,0.00,--
08,1403,14030003,San Miguel,2000,1.42,207.83,209.26,113.03,0.00,0.08,0.00,26.22,26.30,0.00,--
08,1403,14030004,Lower Dolores,2000,0.96,229.59,230.56,124.50,0.00,0.00,0.00,18.27,18.27,0.00,--
49,1403,14030004,Lower Dolores,2000,0.00,2.09,2.09,0.00,0.00,0.29,0.00,0.88,1.17,0.00,--
49,1403,14030005,Upper Colorado-Kane Springs,2000,0.50,7.42,7.93,0.00,0.00,3.34,0.00,0.73,4.07,0.00,--
08,1403,14030005,Upper Colorado-Kane Springs,2000,0.00,0.02,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,--
56,1404,14040101,Upper Green,2000,15.85,186.43,202.28,76.84,79.99,8.88,0.00,55.33,64.21,0.00,--
56,1404,14040102,New Fork,2000,7.72,65.84,73.56,29.42,22.06,0.04,0.00,25.00,25.04,0.00,--
56,1404,14040103,Upper Green-Slate,2000,2.32,43.91,46.23,20.83,15.62,5.12,0.00,9.21,14.33,0.00,--
56,1404,14040104,Big Sandy,2000,5.64,278.34,283.98,104.24,89.94,4.47,0.00,67.21,71.68,0.00,--
56,1404,14040105,Bitter,2000,2.31,19.67,21.98,8.80,6.59,1.95,0.00,2.51,4.46,0.00,--
49,1404,14040106,Upper Green-Flaming Gorge Reservoir,2000,0.10,31.21,31.31,0.00,0.00,1.64,0.00,11.78,13.42,0.00,--
56,1404,14040106,Upper Green-Flaming Gorge Reservoir,2000,1.98,16.89,18.88,8.19,6.14,0.87,0.00,3.38,4.25,0.00,--
08,1404,14040106,Upper Green-Flaming Gorge Reservoir,2000,0.07,15.78,15.85,5.96,0.00,0.07,0.00,2.59,2.66,0.00,--
56,1404,14040107,Blacks Fork,2000,13.12,181.31,194.43,74.12,55.59,12.92,0.00,35.33,48.25,0.00,--
49,1404,14040107,Blacks Fork,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
56,1404,14040108,Muddy,2000,10.21,108.19,118.40,39.95,29.96,3.84,0.00,21.23,25.07,0.00,--
49,1404,14040108,Muddy,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
08,1404,14040109,Vermilion,2000,0.09,20.18,20.27,4.42,0.00,0.09,0.00,3.31,3.40,0.00,--
56,1404,14040109,Vermilion,2000,0.56,4.76,5.32,2.13,1.59,0.47,0.00,0.61,1.08,0.00,--
56,1404,14040200,Great Divide Closed Basin,2000,3.48,378.79,382.26,151.55,113.66,6.36,0.00,74.67,81.03,0.00,--
08,1405,14050001,Upper Yampa,2000,1.77,272.93,274.70,103.19,0.00,0.11,0.00,44.03,44.14,0.00,--
08,1405,14050002,Lower Yampa,2000,0.34,74.01,74.34,27.92,0.00,0.30,0.00,11.92,12.22,0.00,--
56,1405,14050003,Little Snake,2000,1.04,117.57,118.61,49.00,36.76,0.72,0.00,24.87,25.59,0.00,--
08,1405,14050003,Little Snake,2000,0.55,103.57,104.12,12.02,0.00,0.28,0.00,17.05,17.33,0.00,--
56,1405,14050004,Muddy,2000,0.61,113.86,114.47,47.59,35.69,0.35,0.00,24.50,24.85,0.00,--
08,1405,14050005,Upper White,2000,0.65,112.43,113.08,13.05,0.00,0.03,0.00,14.24,14.27,0.00,--
08,1405,14050006,Piceance-Yellow,2000,0.45,75.58,76.03,28.47,0.00,0.00,0.00,9.70,9.70,0.00,--
08,1405,14050007,Lower White,2000,0.62,107.41,108.03,39.97,0.00,0.07,0.00,14.47,14.54,0.00,--
49,1405,14050007,Lower White,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
49,1406,14060001,Lower Green-Diamond,2000,0.50,99.83,100.33,0.00,0.00,27.11,0.00,11.55,38.66,0.00,--
08,1406,14060001,Lower Green-Diamond,2000,0.01,3.52,3.53,0.28,0.00,0.02,0.00,0.58,0.60,0.00,--
49,1406,14060002,Ashley-Brush,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
49,1406,14060003,Duchesne,2000,1.50,335.49,337.00,0.00,0.00,67.81,0.00,75.81,143.62,0.57,--
49,1406,14060004,Strawberry,2000,0.10,9.23,9.33,0.00,0.00,2.20,0.00,1.76,3.96,0.00,--
49,1406,14060005,Lower Green-Desolation Canyon,2000,0.00,16.36,16.36,0.00,0.00,4.74,0.00,1.88,6.62,0.00,--
49,1406,14060006,Willow,2000,0.00,1.75,1.75,0.00,0.00,0.00,0.00,0.76,0.76,0.00,--
49,1406,14060007,Price,2000,0.10,80.08,80.19,0.00,0.00,0.35,0.00,26.26,26.61,0.00,--
49,1406,14060008,Lower Green,2000,0.00,12.61,12.61,0.00,0.00,1.59,0.00,3.19,4.78,0.00,--
49,1406,14060009,San Rafael,2000,0.10,99.60,99.70,0.00,0.00,4.95,0.00,14.45,19.40,0.00,--
49,1407,14070001,Upper Lake Powell,2000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--
49,1407,14070002,Muddy,2000,0.00,35.24,35.24,0.00,0.00,1.02,0.00,8.95,9.97,0.00,--
49,1407,14070003,Fremont,2000,3.51,48.35,51.86,0.00,0.00,11.99,0.00,6.05,18.04,0.00,--
49,1407,14070004,Dirty Devil,2000,0.00,0.29,0.29,0.00,0.00,0.04,0.00,0.14,0.18,0.00,--
49,1407,14070005,Escalante,2000,0.00,19.70,19.70,0.00,0.00,5.40,0.00,0.36,5.76,0.00,--
